DMA,DMA_code,Assignments,Assignment_Rank,Mushroom_Coffee,Luwak_Coffee,Kopi_Luwak,Functional_Food,Beta_Glucan,Health_Supplement,dma_rank, dma_tv_home ,dem_rank,zipcode, return_cnt , elderly_cnt , single_cnt , married_joint_cnt , head_household_cnt ,elerly_perc,single_perc,married_joint_perc,head_household_perc,return_perc, wage_per_capita , total_agi_per_capita , total_tax_per_capita , single_cnt_100K , married_joint_100K , head_household_100K , elderly_cnt_100K , return_cnt_100K ,elerly_perc_100K,100K_given_elerly_perc,100K_given_single_perc,100K_given_married_joint_perc,100K_given_head_household_perc,return_perc_100K, wage_per_capita_100K , total_agi_per_capita_100K , total_tax_per_capita_100K 
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,21754," 3,460 ", 910 ," 1,420 "," 1,750 ", 230 ,26.3%,41.0%,50.6%,6.6%,100.0%," 89,703 "," 127,837 "," 129,204 ", 140 ," 1,320 ", 60 , 440 ," 1,560 ",28.2%,48.4%,9.9%,75.4%,26.1%,45.1%," 198,702 "," 284,472 "," 287,045 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20707," 20,380 "," 4,310 "," 11,470 "," 4,750 "," 3,220 ",21.1%,56.3%,23.3%,15.8%,100.0%," 80,415 "," 103,527 "," 104,333 "," 1,130 "," 2,390 ", 410 ," 1,230 "," 4,110 ",29.9%,28.5%,9.9%,50.3%,12.7%,20.2%," 160,227 "," 211,877 "," 213,252 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02339," 7,660 "," 2,280 "," 3,660 "," 3,410 ", 410 ,29.8%,47.8%,44.5%,5.4%,100.0%," 87,107 "," 127,815 "," 129,358 ", 360 ," 2,640 ", 120 , 940 ," 3,170 ",29.7%,41.2%,9.8%,77.4%,29.3%,41.4%," 199,165 "," 285,506 "," 288,713 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01523," 3,290 "," 1,010 "," 1,530 "," 1,460 ", 240 ,30.7%,46.5%,44.4%,7.3%,100.0%," 84,076 "," 117,081 "," 118,246 ", 150 , 980 , 40 , 370 ," 1,170 ",31.6%,36.6%,9.8%,67.1%,16.7%,35.6%," 183,705 "," 253,000 "," 255,344 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02638," 1,820 "," 1,040 ", 920 , 780 , 70 ,57.1%,50.5%,42.9%,3.8%,100.0%," 57,400 "," 129,433 "," 132,493 ", 90 , 440 , -   , 370 , 550 ,67.3%,35.6%,9.8%,56.4%,0.0%,30.2%," 128,266 "," 290,001 "," 297,527 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02122," 12,980 "," 1,920 "," 7,990 "," 2,470 "," 2,190 ",14.8%,61.6%,19.0%,16.9%,100.0%," 86,669 "," 110,394 "," 111,146 ", 780 ," 1,010 ", 120 , 290 ," 1,980 ",14.6%,15.1%,9.8%,40.9%,5.5%,15.3%," 179,313 "," 232,417 "," 233,763 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03833," 12,180 "," 4,120 "," 6,250 "," 4,900 ", 780 ,33.8%,51.3%,40.2%,6.4%,100.0%," 80,233 "," 124,252 "," 126,019 ", 610 ," 3,380 ", 170 ," 1,500 "," 4,200 ",35.7%,36.4%,9.8%,69.0%,21.8%,34.5%," 175,526 "," 274,454 "," 278,380 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,21755," 2,900 ", 910 ," 1,230 "," 1,390 ", 210 ,31.4%,42.4%,47.9%,7.2%,100.0%," 76,194 "," 106,689 "," 107,813 ", 120 , 920 , 30 , 360 ," 1,080 ",33.3%,39.6%,9.8%,66.2%,14.3%,37.2%," 160,174 "," 221,104 "," 223,096 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75080," 21,310 "," 5,070 "," 11,030 "," 7,790 "," 2,110 ",23.8%,51.8%,36.6%,9.9%,100.0%," 86,799 "," 124,884 "," 126,362 "," 1,070 "," 4,650 ", 220 ," 1,630 "," 5,990 ",27.2%,32.1%,9.7%,59.7%,10.4%,28.1%," 184,524 "," 276,053 "," 279,255 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03304," 4,060 "," 1,270 "," 1,650 "," 2,060 ", 260 ,31.3%,40.6%,50.7%,6.4%,100.0%," 83,691 "," 122,593 "," 124,520 ", 160 ," 1,500 ", 60 , 540 ," 1,730 ",31.2%,42.5%,9.7%,72.8%,23.1%,42.6%," 184,493 "," 269,647 "," 274,053 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22652, 690 , 270 , 310 , 300 , 60 ,39.1%,44.9%,43.5%,8.7%,100.0%," 64,087 "," 120,618 "," 123,034 ", 30 , 110 , -   , 70 , 140 ,50.0%,25.9%,9.7%,36.7%,0.0%,20.3%," 126,483 "," 265,886 "," 272,183 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02135," 23,170 "," 2,900 "," 18,210 "," 3,570 ", 930 ,12.5%,78.6%,15.4%,4.0%,100.0%," 89,366 "," 126,320 "," 127,481 "," 1,760 "," 1,740 ", 100 , 640 ," 3,660 ",17.5%,22.1%,9.7%,48.7%,10.8%,15.8%," 183,105 "," 280,059 "," 282,347 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02631," 5,720 "," 2,750 "," 2,900 "," 2,350 ", 330 ,48.1%,50.7%,41.1%,5.8%,100.0%," 63,139 "," 129,277 "," 131,830 ", 280 ," 1,340 ", 30 ," 1,020 "," 1,670 ",61.1%,37.1%,9.7%,57.0%,9.1%,29.2%," 137,765 "," 289,311 "," 294,930 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01590," 4,850 "," 1,330 "," 2,280 "," 2,180 ", 310 ,27.4%,47.0%,44.9%,6.4%,100.0%," 86,527 "," 120,758 "," 122,269 ", 220 ," 1,570 ", 60 , 550 ," 1,880 ",29.3%,41.4%,9.6%,72.0%,19.4%,38.8%," 191,522 "," 264,415 "," 267,566 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46220," 20,000 "," 4,660 "," 11,930 "," 5,980 "," 1,630 ",23.3%,59.7%,29.9%,8.2%,100.0%," 93,602 "," 140,114 "," 142,139 "," 1,150 "," 4,010 ", 210 ," 1,490 "," 5,440 ",27.4%,32.0%,9.6%,67.1%,12.9%,27.2%," 202,261 "," 321,534 "," 326,200 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20837," 3,260 ", 910 ," 1,350 "," 1,580 ", 250 ,27.9%,41.4%,48.5%,7.7%,100.0%," 90,879 "," 121,903 "," 123,486 ", 130 ," 1,240 ", 70 , 470 ," 1,450 ",32.4%,51.6%,9.6%,78.5%,28.0%,44.5%," 203,030 "," 267,524 "," 270,627 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20639," 7,640 "," 2,020 "," 3,220 "," 3,630 ", 570 ,26.4%,42.1%,47.5%,7.5%,100.0%," 78,098 "," 111,568 "," 112,544 ", 310 ," 2,720 ", 140 , 910 ," 3,250 ",28.0%,45.0%,9.6%,74.9%,24.6%,42.5%," 164,466 "," 236,153 "," 238,047 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01887," 12,350 "," 3,370 "," 6,030 "," 5,370 ", 700 ,27.3%,48.8%,43.5%,5.7%,100.0%," 84,602 "," 112,375 "," 113,532 ", 580 ," 3,890 ", 160 ," 1,150 "," 4,690 ",24.5%,34.1%,9.6%,72.4%,22.9%,38.0%," 185,068 "," 238,414 "," 240,681 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02559," 1,900 ", 910 ," 1,040 ", 740 , 110 ,47.9%,54.7%,38.9%,5.8%,100.0%," 67,301 "," 123,236 "," 125,000 ", 100 , 420 , -   , 300 , 530 ,56.6%,33.0%,9.6%,56.8%,0.0%,27.9%," 146,469 "," 270,272 "," 274,007 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02537," 3,310 "," 1,300 "," 1,560 "," 1,520 ", 190 ,39.3%,47.1%,45.9%,5.7%,100.0%," 75,504 "," 124,897 "," 126,819 ", 150 ," 1,020 ", 40 , 540 ," 1,220 ",44.3%,41.5%,9.6%,67.1%,21.1%,36.9%," 170,841 "," 276,496 "," 280,656 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03858," 2,580 ", 680 ," 1,250 "," 1,110 ", 160 ,26.4%,48.4%,43.0%,6.2%,100.0%," 79,721 "," 105,007 "," 106,305 ", 120 , 690 , 30 , 230 , 840 ,27.4%,33.8%,9.6%,62.2%,18.8%,32.6%," 165,349 "," 215,649 "," 218,383 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85249," 20,720 "," 5,680 "," 8,130 "," 10,820 "," 1,450 ",27.4%,39.2%,52.2%,7.0%,100.0%," 85,576 "," 123,909 "," 125,110 ", 780 ," 7,740 ", 450 ," 1,910 "," 9,050 ",21.1%,33.6%,9.6%,71.5%,31.0%,43.7%," 192,572 "," 273,032 "," 275,277 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85226," 20,620 "," 4,350 "," 11,050 "," 6,950 "," 2,270 ",21.1%,53.6%,33.7%,11.0%,100.0%," 85,463 "," 131,122 "," 132,344 "," 1,060 "," 4,070 ", 310 ," 1,420 "," 5,490 ",25.9%,32.6%,9.6%,58.6%,13.7%,26.6%," 175,346 "," 294,293 "," 296,898 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01518," 1,610 ", 420 , 730 , 700 , 180 ,26.1%,45.3%,43.5%,11.2%,100.0%," 90,009 "," 136,589 "," 137,900 ", 70 , 470 , 30 , 120 , 570 ,21.1%,28.6%,9.6%,67.1%,16.7%,35.4%," 199,716 "," 310,622 "," 313,422 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22026," 10,370 "," 1,390 "," 4,800 "," 3,240 "," 1,950 ",13.4%,46.3%,31.2%,18.8%,100.0%," 87,056 "," 104,018 "," 104,762 ", 460 ," 1,810 ", 240 , 430 ," 2,590 ",16.6%,30.9%,9.6%,55.9%,12.3%,25.0%," 173,747 "," 213,460 "," 214,549 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01568," 4,120 "," 1,090 "," 1,880 "," 1,920 ", 210 ,26.5%,45.6%,46.6%,5.1%,100.0%," 90,419 "," 120,018 "," 121,495 ", 180 ," 1,460 ", 50 , 460 ," 1,720 ",26.7%,42.2%,9.6%,76.0%,23.8%,41.7%," 204,165 "," 262,335 "," 264,919 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01923," 15,230 "," 4,890 "," 8,260 "," 5,540 "," 1,110 ",32.1%,54.2%,36.4%,7.3%,100.0%," 82,345 "," 131,680 "," 133,344 ", 790 ," 3,620 ", 210 ," 1,500 "," 4,680 ",32.1%,30.7%,9.6%,65.3%,18.9%,30.7%," 180,689 "," 296,345 "," 299,992 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02035," 9,830 "," 2,770 "," 5,020 "," 3,830 ", 730 ,28.2%,51.1%,39.0%,7.4%,100.0%," 90,549 "," 129,610 "," 131,226 ", 480 ," 2,680 ", 150 ," 1,010 "," 3,380 ",29.9%,36.5%,9.6%,70.0%,20.5%,34.4%," 201,461 "," 290,103 "," 293,667 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01564," 4,310 "," 1,350 "," 2,100 "," 1,870 ", 270 ,31.3%,48.7%,43.4%,6.3%,100.0%," 81,197 "," 117,058 "," 118,429 ", 200 ," 1,260 ", 50 , 510 ," 1,530 ",33.3%,37.8%,9.5%,67.4%,18.5%,35.5%," 176,413 "," 252,699 "," 255,168 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02667," 1,810 ", 850 ," 1,050 ", 620 , 110 ,47.0%,58.0%,34.3%,6.1%,100.0%," 55,348 "," 158,940 "," 162,022 ", 100 , 340 , -   , 310 , 460 ,67.4%,36.5%,9.5%,54.8%,0.0%,25.4%," 116,104 "," 378,408 "," 384,972 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03054," 14,930 "," 4,070 "," 7,360 "," 6,140 "," 1,060 ",27.3%,49.3%,41.1%,7.1%,100.0%," 87,179 "," 112,259 "," 113,498 ", 700 ," 4,060 ", 210 ," 1,440 "," 5,040 ",28.6%,35.4%,9.5%,66.1%,19.8%,33.8%," 186,987 "," 238,063 "," 240,612 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20653," 11,650 "," 1,890 "," 6,000 "," 3,270 "," 1,990 ",16.2%,51.5%,28.1%,17.1%,100.0%," 78,068 "," 102,259 "," 102,899 ", 570 ," 1,860 ", 140 , 660 ," 2,630 ",25.1%,34.9%,9.5%,56.9%,7.0%,22.6%," 150,108 "," 207,876 "," 209,131 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,33414," 28,190 "," 6,870 "," 12,770 "," 10,870 "," 3,760 ",24.4%,45.3%,38.6%,13.3%,100.0%," 95,239 "," 212,228 "," 214,070 "," 1,210 "," 6,130 ", 510 ," 2,510 "," 8,010 ",31.3%,36.5%,9.5%,56.4%,13.6%,28.4%," 212,811 "," 538,075 "," 541,790 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75182," 3,570 ", 950 ," 1,270 "," 1,970 ", 270 ,26.6%,35.6%,55.2%,7.6%,100.0%," 84,517 "," 133,089 "," 134,669 ", 120 ," 1,450 ", 50 , 470 ," 1,620 ",29.0%,49.5%,9.4%,73.6%,18.5%,45.4%," 181,635 "," 301,072 "," 304,486 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85257," 15,590 "," 3,640 "," 10,600 "," 3,490 "," 1,260 ",23.3%,68.0%,22.4%,8.1%,100.0%," 81,734 "," 111,117 "," 112,126 "," 1,000 "," 1,580 ", 110 , 610 ," 2,710 ",22.5%,16.8%,9.4%,45.3%,8.7%,17.4%," 166,956 "," 234,455 "," 236,468 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03079," 16,800 "," 4,950 "," 8,810 "," 6,340 "," 1,240 ",29.5%,52.4%,37.7%,7.4%,100.0%," 85,287 "," 124,687 "," 126,114 ", 830 ," 3,860 ", 200 ," 1,460 "," 4,970 ",29.4%,29.5%,9.4%,60.9%,16.1%,29.6%," 183,594 "," 274,888 "," 278,000 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03076," 7,640 "," 2,050 "," 3,720 "," 3,330 ", 450 ,26.8%,48.7%,43.6%,5.9%,100.0%," 82,827 "," 111,307 "," 112,664 ", 350 ," 2,280 ", 90 , 720 ," 2,750 ",26.2%,35.1%,9.4%,68.5%,20.0%,36.0%," 176,691 "," 235,332 "," 237,994 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22191," 37,680 "," 5,280 "," 19,850 "," 10,030 "," 6,310 ",14.0%,52.7%,26.6%,16.7%,100.0%," 81,460 "," 107,710 "," 108,502 "," 1,860 "," 4,080 ", 660 ," 1,440 "," 6,860 ",21.0%,27.3%,9.4%,40.7%,10.5%,18.2%," 159,612 "," 224,606 "," 225,981 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75056," 35,380 "," 5,510 "," 17,950 "," 13,200 "," 3,490 ",15.6%,50.7%,37.3%,9.9%,100.0%," 95,125 "," 122,931 "," 124,170 "," 1,680 "," 8,090 ", 420 ," 1,910 "," 10,310 ",18.5%,34.7%,9.4%,61.3%,12.0%,29.1%," 200,937 "," 270,063 "," 272,642 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46037," 21,960 "," 4,990 "," 8,770 "," 11,000 "," 1,750 ",22.7%,39.9%,50.1%,8.0%,100.0%," 86,921 "," 129,189 "," 130,882 ", 820 ," 7,880 ", 440 ," 1,960 "," 9,240 ",21.2%,39.3%,9.4%,71.6%,25.1%,42.1%," 189,928 "," 289,558 "," 293,163 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20106," 2,470 ", 820 ," 1,070 "," 1,180 ", 150 ,33.2%,43.3%,47.8%,6.1%,100.0%," 75,791 "," 111,681 "," 113,413 ", 100 , 680 , 30 , 290 , 840 ,34.5%,35.4%,9.3%,57.6%,20.0%,34.0%," 161,994 "," 235,776 "," 239,443 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,86305," 9,890 "," 5,690 "," 4,290 "," 5,050 ", 420 ,57.5%,43.4%,51.1%,4.2%,100.0%," 47,041 "," 128,557 "," 130,553 ", 400 ," 2,520 ", 40 ," 2,040 "," 2,980 ",68.5%,35.9%,9.3%,49.9%,9.5%,30.1%," 100,983 "," 287,084 "," 291,409 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85395," 16,250 "," 6,140 "," 6,880 "," 7,680 "," 1,470 ",37.8%,42.3%,47.3%,9.0%,100.0%," 63,572 "," 112,345 "," 113,522 ", 640 ," 4,570 ", 210 ," 2,400 "," 5,450 ",44.0%,39.1%,9.3%,59.5%,14.3%,33.5%," 131,649 "," 237,872 "," 240,308 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03823, 950 , 270 , 430 , 450 , 50 ,28.4%,45.3%,47.4%,5.3%,100.0%," 90,927 "," 132,058 "," 133,983 ", 40 , 320 , -   , 110 , 380 ,28.9%,40.7%,9.3%,71.1%,0.0%,40.0%," 206,917 "," 296,194 "," 299,896 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20636," 5,180 "," 1,370 "," 2,260 "," 2,360 ", 430 ,26.4%,43.6%,45.6%,8.3%,100.0%," 79,853 "," 112,459 "," 113,287 ", 210 ," 1,720 ", 70 , 530 ," 2,040 ",26.0%,38.7%,9.3%,72.9%,16.3%,39.4%," 167,538 "," 238,537 "," 240,247 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75009," 10,240 "," 1,700 "," 3,340 "," 5,850 ", 840 ,16.6%,32.6%,57.1%,8.2%,100.0%," 90,247 "," 119,729 "," 120,935 ", 310 ," 4,220 ", 180 , 730 ," 4,760 ",15.3%,42.9%,9.3%,72.1%,21.4%,46.5%," 192,906 "," 260,740 "," 262,895 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46280," 4,390 "," 1,130 "," 2,480 "," 1,430 ", 360 ,25.7%,56.5%,32.6%,8.2%,100.0%," 81,719 "," 145,282 "," 146,918 ", 230 , 730 , 30 , 280 ," 1,010 ",27.7%,24.8%,9.3%,51.0%,8.3%,23.0%," 167,164 "," 337,429 "," 340,958 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,21769," 5,880 "," 1,750 "," 2,480 "," 2,870 ", 420 ,29.8%,42.2%,48.8%,7.1%,100.0%," 81,913 "," 121,058 "," 122,684 ", 230 ," 2,010 ", 100 , 760 ," 2,360 ",32.2%,43.4%,9.3%,70.0%,23.8%,40.1%," 179,277 "," 264,810 "," 268,372 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76054," 6,110 "," 2,240 "," 2,590 "," 2,980 ", 430 ,36.7%,42.4%,48.8%,7.0%,100.0%," 72,794 "," 122,316 "," 123,352 ", 240 ," 1,790 ", 70 , 810 ," 2,120 ",38.2%,36.2%,9.3%,60.1%,16.3%,34.7%," 155,039 "," 268,142 "," 270,199 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75032," 16,300 "," 4,070 "," 6,590 "," 7,810 "," 1,600 ",25.0%,40.4%,47.9%,9.8%,100.0%," 88,018 "," 148,932 "," 150,520 ", 610 ," 5,070 ", 220 ," 1,760 "," 5,970 ",29.5%,43.2%,9.3%,64.9%,13.8%,36.6%," 191,981 "," 348,343 "," 351,593 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01970," 23,680 "," 5,750 "," 14,280 "," 6,190 "," 2,590 ",24.3%,60.3%,26.1%,10.9%,100.0%," 83,431 "," 115,387 "," 116,750 "," 1,320 "," 3,440 ", 170 ," 1,430 "," 5,030 ",28.4%,24.9%,9.2%,55.6%,6.6%,21.2%," 176,774 "," 247,457 "," 250,406 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,21771," 15,370 "," 4,210 "," 6,710 "," 7,310 ", 990 ,27.4%,43.7%,47.6%,6.4%,100.0%," 82,421 "," 111,535 "," 112,759 ", 620 ," 5,220 ", 210 ," 1,800 "," 6,170 ",29.2%,42.8%,9.2%,71.4%,21.2%,40.1%," 176,872 "," 235,903 "," 238,216 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02653," 3,310 "," 1,700 "," 1,840 "," 1,210 ", 170 ,51.4%,55.6%,36.6%,5.1%,100.0%," 60,344 "," 138,334 "," 141,166 ", 170 , 710 , 20 , 600 , 910 ,65.9%,35.3%,9.2%,58.7%,11.8%,27.5%," 133,690 "," 316,586 "," 322,555 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22728," 1,540 ", 420 , 650 , 750 , 100 ,27.3%,42.2%,48.7%,6.5%,100.0%," 73,501 "," 105,894 "," 107,073 ", 60 , 430 , -   , 140 , 510 ,27.5%,33.3%,9.2%,57.3%,0.0%,33.1%," 147,246 "," 217,739 "," 219,964 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20851," 7,570 "," 1,560 "," 4,230 "," 2,230 ", 870 ,20.6%,55.9%,29.5%,11.5%,100.0%," 79,397 "," 106,998 "," 108,123 ", 390 ," 1,060 ", 80 , 400 ," 1,570 ",25.5%,25.6%,9.2%,47.5%,9.2%,20.7%," 160,306 "," 222,745 "," 224,918 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75238," 13,430 "," 2,960 "," 6,300 "," 5,040 "," 1,870 ",22.0%,46.9%,37.5%,13.9%,100.0%," 87,594 "," 126,706 "," 128,582 ", 580 ," 3,370 ", 130 ," 1,040 "," 4,130 ",25.2%,35.1%,9.2%,66.9%,7.0%,30.8%," 190,050 "," 281,838 "," 286,070 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01749," 10,770 "," 3,210 "," 5,650 "," 4,090 ", 780 ,29.8%,52.5%,38.0%,7.2%,100.0%," 80,965 "," 113,532 "," 114,667 ", 520 ," 2,430 ", 110 , 910 ," 3,080 ",29.5%,28.3%,9.2%,59.4%,14.1%,28.6%," 173,869 "," 241,849 "," 244,062 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75087," 18,920 "," 4,760 "," 7,290 "," 9,440 "," 1,770 ",25.2%,38.5%,49.9%,9.4%,100.0%," 81,190 "," 125,091 "," 126,252 ", 670 ," 6,120 ", 260 ," 1,810 "," 7,120 ",25.4%,38.0%,9.2%,64.8%,14.7%,37.6%," 171,002 "," 276,698 "," 278,838 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,25425," 6,260 "," 1,690 "," 2,940 "," 2,630 ", 560 ,27.0%,47.0%,42.0%,8.9%,100.0%," 78,195 "," 105,586 "," 106,423 ", 270 ," 1,410 ", 70 , 480 ," 1,770 ",27.1%,28.4%,9.2%,53.6%,12.5%,28.3%," 160,358 "," 218,305 "," 219,861 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02562," 1,920 ", 750 , 980 , 770 , 120 ,39.1%,51.0%,40.1%,6.3%,100.0%," 76,455 "," 136,719 "," 138,126 ", 90 , 470 , 20 , 270 , 580 ,46.6%,36.0%,9.2%,61.0%,16.7%,30.2%," 170,807 "," 311,817 "," 314,679 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03036," 2,760 ", 750 ," 1,200 "," 1,320 ", 150 ,27.2%,43.5%,47.8%,5.4%,100.0%," 81,897 "," 115,129 "," 116,750 ", 110 , 920 , 30 , 300 ," 1,080 ",27.8%,40.0%,9.2%,69.7%,20.0%,39.1%," 175,738 "," 247,910 "," 251,115 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85310," 9,420 "," 2,580 "," 4,180 "," 4,270 ", 830 ,27.4%,44.4%,45.3%,8.8%,100.0%," 79,099 "," 123,398 "," 124,775 ", 380 ," 2,560 ", 160 ," 1,000 "," 3,130 ",31.9%,38.8%,9.1%,60.0%,19.3%,33.2%," 164,009 "," 271,136 "," 274,015 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22610, 940 , 330 , 440 , 440 , 70 ,35.1%,46.8%,46.8%,7.4%,100.0%," 68,604 "," 118,777 "," 119,428 ", 40 , 220 , -   , 100 , 250 ,40.0%,30.3%,9.1%,50.0%,0.0%,26.6%," 134,525 "," 256,380 "," 257,440 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03084, 700 , 240 , 330 , 340 , 30 ,34.3%,47.1%,48.6%,4.3%,100.0%," 73,057 "," 110,928 "," 113,156 ", 30 , 160 , -   , 70 , 200 ,35.0%,29.2%,9.1%,47.1%,0.0%,28.6%," 148,027 "," 233,743 "," 238,697 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01519," 3,760 ", 950 ," 1,760 "," 1,690 ", 220 ,25.3%,46.8%,44.9%,5.9%,100.0%," 90,229 "," 124,694 "," 126,010 ", 160 ," 1,300 ", 60 , 380 ," 1,530 ",24.8%,40.0%,9.1%,76.9%,27.3%,40.7%," 200,349 "," 275,625 "," 278,305 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03229," 3,170 "," 1,100 "," 1,430 "," 1,460 ", 210 ,34.7%,45.1%,46.1%,6.6%,100.0%," 83,405 "," 129,973 "," 131,780 ", 130 , 940 , 50 , 410 ," 1,130 ",36.3%,37.3%,9.1%,64.4%,23.8%,35.6%," 182,907 "," 290,715 "," 294,440 "
